"LIBRARYREFERENCE","FOOTPRINT1","FOOTPRINT2","< VALUE >","-3DB BANDWIDTH","ACCESS TIME","ACCURACY","ADDRESS BUS WIDTH","APPROVALS","AVAILABILITY","AVERAGE RECTIFIED CURRENT","BANDWIDTH","BODY MATERIAL","BODY PLATING","BREAKDOWN VOLTAGE","BUILT_BY","CAPACITANCE","CASE CODE (IMPERIAL)","CASE CODE (METRIC)","CASE/PACKAGE","CLAMPING CURRENT","CLAMPING VOLTAGE","COIL CURRENT","COIL POWER","COIL RESISTANCE","COIL VOLTAGE (DC)","COLLECTOR BASE VOLTAGE (VCBO)","COLLECTOR EMITTER BREAKDOWN VOLTAGE","COLLECTOR EMITTER SATURATION VOLTAGE","COLLECTOR EMITTER VOLTAGE (VCEO)","COLOR","COMMENT","COMMENT_1","COMMON MODE REJECTION RATIO","COMPONENTLINK10DESCRIPTION","COMPONENTLINK10URL","COMPONENTLINK11DESCRIPTION","COMPONENTLINK11URL","COMPONENTLINK1DESCRIPTION","COMPONENTLINK1URL","COMPONENTLINK2DESCRIPTION","COMPONENTLINK2URL","COMPONENTLINK3DESCRIPTION","COMPONENTLINK3URL","COMPONENTLINK4DESCRIPTION","COMPONENTLINK4URL","COMPONENTLINK5DESCRIPTION","COMPONENTLINK5URL","COMPONENTLINK6DESCRIPTION","COMPONENTLINK6URL","COMPONENTLINK7DESCRIPTION","COMPONENTLINK7URL","COMPONENTLINK8DESCRIPTION","COMPONENTLINK8URL","COMPONENTLINK9DESCRIPTION","COMPONENTLINK9URL","COMPOSITION","CONNECTOR TYPE","CONTACT CURRENT RATING","CONTACT GENDER","CONTACT MATERIAL","CONTACT MATING LENGTH","CONTACT PLATING","CONTACT RESISTANCE","CONTACT VOLTAGE RATING (AC)","CONTINUOUS DRAIN CURRENT (ID)","COPYRIGHT","CORE ARCHITECTURE","CORE MATERIAL","CURRENT","CURRENT RATING","CURRENT SENSING","CURRENT TRANSFER RATIO","DATA BUS WIDTH","DATA RATE","DATASHEETVERSION","DC CURRENT","DC RESISTANCE (DCR)","DENSITY","DEPTH","DEVICEDESIGNATOR","DEVICENUMBERING","DEVICESINPACKAGE","DEVICESINVIEW","DIAMETER","DIELECTRIC","DIELECTRIC MATERIAL","DIGI-KEY_PART_NUMBER","DIGI-KEY_PURCHASE_URL","DIGIKEY-PURCHASE-URL","DIRECTION","DISSIPATION FACTOR","DOMINANT WAVELENGTH","DRAIN TO SOURCE BREAKDOWN VOLTAGE","DRAIN TO SOURCE RESISTANCE","DRAIN TO SOURCE VOLTAGE (VDSS)","DROPOUT VOLTAGE","DUAL SUPPLY VOLTAGE","EFFICIENCY","ELEMENT CONFIGURATION","ELV","EMITTER BASE VOLTAGE (VEBO)","ENERGY","ESD PROTECTION","ESR (EQUIVALENT SERIES RESISTANCE)","EU_ROHS_COMPLIANCE","EVALUATION KIT","FALL TIME","FASTENING TYPE","FEATURES","FLAMMABILITY RATING","FORWARD CURRENT","FORWARD VOLTAGE","FREQUENCY","FREQUENCY STABILITY","FREQUENCY TOLERANCE","FUSE CURRENT","GAIN BANDWIDTH PRODUCT","GATE TO SOURCE VOLTAGE (VGS)","GENDER","GOVERNMENT QUALIFIED","HALOGEN FREE","HEAVY DUTY","HEIGHT","HEIGHT - SEATED (MAX)","HFE MIN","HIGH LEVEL OUTPUT CURRENT","HOLD CURRENT","HOLE DIAMETER","HOUSING COLOR","HOUSING MATERIAL","ILLUMINATION COLOR","INDUCTANCE","INDUCTANCE TOLERANCE","INPUT BIAS CURRENT","INPUT CAPACITANCE","INPUT CURRENT","INPUT OFFSET VOLTAGE (VOS)","INSIDE DIAMETER","INSULATED WIRE SUPPORT","INSULATION","INSULATION DIAMETER","INSULATION MATERIAL","INSULATION RESISTANCE","INTERFACE","ISHETEROGENEOUS","ISOLATION VOLTAGE","LATESTREVISIONDATE","LATESTREVISIONNOTE","LEAD DIAMETER","LEAD FREE","LEAD LENGTH","LEAD PITCH","LEAKAGE CURRENT","LENGTH","LENS COLOR","LENS STYLE","LIFE (HOURS)","LINEARITY","LOAD CAPACITANCE","LOGIC FUNCTION","LOW LEVEL OUTPUT CURRENT","LUMINOUS INTENSITY","MANUFACTURER","MANUFACTURER PART NUMBER","MANUFACTURER_PART_NUMBER","MATERIAL","MATERIAL THICKNESS","MAX BREAKDOWN VOLTAGE","MAX COLLECTOR CURRENT","MAX CURRENT RATING","MAX DC CURRENT","MAX DUAL SUPPLY VOLTAGE","MAX FORWARD SURGE CURRENT (IFSM)","MAX FREQUENCY","MAX INPUT CURRENT","MAX INPUT VOLTAGE","MAX OPERATING TEMPERATURE","MAX OUTPUT CURRENT","MAX OUTPUT VOLTAGE","MAX POWER DISSIPATION","MAX REPETITIVE REVERSE VOLTAGE (VRRM)","MAX RESET THRESHOLD VOLTAGE","MAX REVERSE VOLTAGE (DC)","MAX SUPPLY CURRENT","MAX SUPPLY VOLTAGE","MAX SURGE CURRENT","MAX VARISTOR VOLTAGE","MAX VOLTAGE RATING (AC)","MAX VOLTAGE RATING (DC)","MEMORY SIZE","MEMORY TYPE","MF","MILITARY STANDARD","MIN DUAL SUPPLY VOLTAGE","MIN INPUT VOLTAGE","MIN OPERATING TEMPERATURE","MIN OUTPUT VOLTAGE","MIN RESET THRESHOLD VOLTAGE","MIN SUPPLY VOLTAGE","MIN VARISTOR VOLTAGE","MOUNT","MOUSER-PURCHASE-URL","MP","NATURAL THERMAL RESISTANCE","NOMINAL INPUT VOLTAGE","NOMINAL SUPPLY CURRENT","NOMINAL VGS","NUMBER OF A/D CONVERTERS","NUMBER OF ADC CHANNELS","NUMBER OF AMPLIFIERS","NUMBER OF BITS","NUMBER OF BITS PER ELEMENT","NUMBER OF CELLS","NUMBER OF CHANNELS","NUMBER OF CIRCUITS","NUMBER OF CONTACTS","NUMBER OF CORES PER JACK","NUMBER OF DRIVERS","NUMBER OF ELEMENTS","NUMBER OF GATES","NUMBER OF HOLES","NUMBER OF I/OS","NUMBER OF I2C CHANNELS","NUMBER OF INPUT LINES","NUMBER OF INPUTS","NUMBER OF LEVELS","NUMBER OF OUTPUT LINES","NUMBER OF OUTPUTS","NUMBER OF PINS","NUMBER OF POLES","NUMBER OF PORTS","NUMBER OF POSITIONS","NUMBER OF POSITIONS PER LEVEL","NUMBER OF PROGRAMMABLE I/O","NUMBER OF PWM CHANNELS","NUMBER OF RECEIVERS","NUMBER OF ROWS","NUMBER OF SPI CHANNELS","NUMBER OF TERMINATIONS","NUMBER OF TIMERS/COUNTERS","NUMBER OF TRANSCEIVERS","NUMBER OF TRANSMITTERS","NUMBER OF UART CHANNELS","NUMBER OF VOLTAGES MONITORED","ON-STATE RESISTANCE","OPERATE TIME","OPERATING SUPPLY CURRENT","OPERATING SUPPLY VOLTAGE","ORIENTATION","ORIGINALSYMBOLORIGIN","OSCILLATOR TYPE","OUTPUT CONFIGURATION","OUTPUT CURRENT","OUTPUT CURRENT PER CHANNEL","OUTPUT TYPE","OUTPUT VOLTAGE","OUTSIDE DIAMETER","OVERVOLTAGE THRESHOLD","PACKAGE","PACKAGE QUANTITY","PACKAGEDESCRIPTION","PACKAGENAME","PACKAGEREFERENCE","PACKAGEVERSION","PACKAGING","PANEL MOUNT RETENTION","PCB MOUNT RETENTION","PCB MOUNTING ORIENTATION","PEAK NON-REPETITIVE SURGE CURRENT","PEAK PULSE POWER","PEAK REVERSE CURRENT","PERIPHERALS","PITCH","PLATING","PLATING THICKNESS","POLARITY","POLARIZED","POWER DISSIPATION","POWER RATING","POWER SUPPLY REJECTION RATIO (PSRR)","PRICE","PRICING 1","PRICING 2","PROPAGATION DELAY","PUBLISHED","PUBLISHER","QUIESCENT CURRENT","RADIATION HARDENING","RAM SIZE","RDS ON MAX","REACH SVHC","RECOVERY TIME","REFDES","RESET","RESET TIMEOUT","RESISTANCE","RESPONSE TIME","REVERSE BREAKDOWN VOLTAGE","REVERSE RECOVERY TIME","REVERSE VOLTAGE","RIPPLE CURRENT","RISE TIME","RJ45","RMS CURRENT (IRMS)","ROW SPACING","SATURATION CURRENT","SCHMITT TRIGGER INPUT","SEALABLE","SELF RESONANT FREQUENCY","SENSITIVITY","SHIELDING","SHROUDED","SIMPLEX/DUPLEX","SLEW RATE","SNAPEDA_LINK","STOCK 1","STOCK 2","STUD DIAMETER","SUPPLIER 1","SUPPLIER 2","SUPPLIER PART NUMBER 1","SUPPLIER PART NUMBER 2","SUPPLY TYPE","SWITCHING FREQUENCY","SYNCHRONOUS RECTIFIER","TE_PURCHASE_URL","TEMPERATURE COEFFICIENT","TERMINATION","TEST CURRENT","TEST FREQUENCY","THICKNESS","THRESHOLD VOLTAGE","THROW CONFIGURATION","TIME FORMAT","TOLERANCE","TONGUE THICKNESS","TOPOLOGY","TRANSITION FREQUENCY","TURN-OFF DELAY TIME","TURN-ON DELAY TIME","TYPE","UNDERVOLTAGE THRESHOLD","UNITY GAIN BANDWIDTH PRODUCT","VALUE","VARISTOR VOLTAGE","VENDOR","VIEWING ANGLE","VOLTAGE","VOLTAGE GAIN","VOLTAGE RATING","VOLTAGE RATING (AC)","VOLTAGE RATING (DC)","WATCHDOG TIMER","WEIGHT","WIDTH","WIRE GAUGE (MAX)","WIRE GAUGE (MIN)","WIRE/CABLE DIAMETER","WIRE/CABLE GAUGE","SHEETPART","DESIGNATOR","DESCRIPTION"
"RES-0603_1","RES-0603","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1M","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","R7","RES-0603"
"Relay-DPDT_2A","RELAY_G5V-2","","","","","","","UL,CSA,VDE","","","","","","","","","","","DIP","","","33.3mA","400mW","360R","12V","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8A","","Silver","","","","250V","","","","","","8A","","","","","","","","","12.7mm","","","","","","","","","","","","","","","","","1.2V","","","","Compliant","","","","","","","","","","","","","","","","","","","","","","","15.7mm","","","","","","","","","","","","","","","","","","","","","","","","17-Jul-2002","Re-released for DXP Platform.","","","","","","29mm","","","","","","","","","TE Connectivity","7-1415538-8","","","","","","","","","","","","","85°C","","","","","","","","","","","400V","","","","","","","","-40°C","","","","","PCB,Through Hole","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","","","","","","","","","","","","","","","","","8ms","","","","","","","","","","","","","","","Relay; 8 Leads","","DIP-P8","","Carton","","","","","","","","","","","","","","","","","1=4.01, 10=3.758, 25=3.34, 50=3.173, 100=3.006, 250=2.672, 500=2.505, 1000=2.338 (USD)","","","24-Mar-1999","Altium Limited","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","10430","","","Digi-Key","","PB2015-ND","","","","","","","PCB","","","","","DPDT","","","","","","","","","","","","","","","","","","400V","12V","","13g","12.7mm","","","","","","K?","Relé Propósito general DPDT (2 Forma C) 12 VCC Espiral Orificio pasante Relé Propósito general DPDT (2 Forma C) Orificio pasante"
"Relay-DPDT_BIG","RELAY8_12p7x29","","","","","","","UL,CSA,VDE","","","","","","","","","","","DIP","","","33.3mA","400mW","360R","12V","","","","","","","","","","","","","http://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=RT2&DocType=Data+Sheet&DocLang=English&src-supplier=Avnet","http://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=RT2&DocType=Data+Sheet&DocLang=English&src-supplier=Avnet","","","","","","","","","","","","","","","","","","","8A","","Silver","","","","250V","","","","","","8A","","","","","","","","","12.7mm","","","","","","","","","","","","","","","","","1.2V","","","","Compliant","","","","","","","","","","","","","","","","","","","","","","","15.7mm","","","","","","","","","","","","","","","","","","","","","","","","17-Jul-2002","Re-released for DXP Platform.","","","","","","29mm","","","","","","","","","TE Connectivity","7-1415538-8","","","","","","","","","","","","","85°C","","","","","","","","","","","400V","","","","","","","","-40°C","","","","","PCB,Through Hole","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","","","","","","","","","","","","","","","","","8ms","","","","","","","","","","","","","","","Relay; 8 Leads","","DIP-P8","","Carton","","","","","","","","","","","","","","","","","1=4.01, 10=3.758, 25=3.34, 50=3.173, 100=3.006, 250=2.672, 500=2.505, 1000=2.338 (USD)","","","24-Mar-1999","Altium Limited","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","10430","","","Digi-Key","","PB2015-ND","","","","","","","PCB","","","","","DPDT","","","","","","","","","","","","","","","","","","400V","12V","","13g","12.7mm","","","","","","K?","Relé Propósito general DPDT (2 Forma C) 12 VCC Espiral Orificio pasante"
"Res1","RES1206","","","","","","","","","","","","","","","","1206","3216","1206","","","","","","","","","","","","","","","","","","","http://www.farnell.com/datasheets/1678782.pdf?src-supplier=Farnell","http://www.farnell.com/datasheets/1678782.pdf?src-supplier=Farnell","http://industrial.panasonic.com/www-data/pdf/AOA0000/AOA0000CE2.pdf?src-supplier=Mouser","http://industrial.panasonic.com/www-data/pdf/AOA0000/AOA0000CE2.pdf?src-supplier=Mouser","","","","","","","","","","","","","","","Thick Film","","","","","","Tin","","","","","","","","","","","","","","","","","1.6mm","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Automotive AEC-Q200","","","","","","","","","","","","","","0.028inch","","","","","","","","","","","","","","","","","","","","","","","","17-Jul-2002","Re-released for DXP Platform.","","","","","","3.2mm","","","","","","","","","Panasonic","ERJ-8ENF5232V","","","","","","","","","","","","","155°C","","","250mW","","","","","","","","","","","","","Not","","","-55°C","","","","","Surface Mount","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","1","Axial Device, Thru-Hole; 2 Leads; 0.3 in Pin Spacing","","AXIAL-0.3","","Tape and Reel","","","","","","","","","","","","","","250mW","","","1=0.11, 10=0.1, 100=0.0385, 1000=0.01695, 2500=0.01464 (USD)","","","8-Jun-2000","Altium Limited","","","","","Yes","","","","","52.3kR","","","","","","","","","","","","","","","","","","","","54284","","","Digi-Key","","P52.3KFCT-ND","","","","","","100ppm/°C","SMD/SMT","","","","","","","1%","","","","","","","","","1K","","","","","","200V","","200V","","","1.6mm","","","","","","R?","Resistor"
"Res1_1","RES1206","","","","","","","","","","","","","","","","1206","3216","1206","","","","","","","","","","","","Res1","","","","","","","http://www.farnell.com/datasheets/1678782.pdf?src-supplier=Farnell","http://www.farnell.com/datasheets/1678782.pdf?src-supplier=Farnell","http://industrial.panasonic.com/www-data/pdf/AOA0000/AOA0000CE2.pdf?src-supplier=Mouser","http://industrial.panasonic.com/www-data/pdf/AOA0000/AOA0000CE2.pdf?src-supplier=Mouser","","","","","","","","","","","","","","","Thick Film","","","","","","Tin","","","","","","","","","","","","","","","","","1.6mm","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Automotive AEC-Q200","","","","","","","","","","","","","","0.028inch","","","","","","","","","","","","","","","","","","","","","","","","17-Jul-2002","Re-released for DXP Platform.","","","","","","3.2mm","","","","","","","","","Panasonic","ERJ-8ENF5232V","","","","","","","","","","","","","155°C","","","250mW","","","","","","","","","","","","","Not","","","-55°C","","","","","Surface Mount","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","1","Axial Device, Thru-Hole; 2 Leads; 0.3 in Pin Spacing","","AXIAL-0.3","","Tape and Reel","","","","","","","","","","","","","","250mW","","","1=0.11, 10=0.1, 100=0.0385, 1000=0.01695, 2500=0.01464 (USD)","","","8-Jun-2000","Altium Limited","","","","","Yes","","","","","52.3kR","","","","","","","","","","","","","","","","","","","","54284","","","Digi-Key","","P52.3KFCT-ND","","","","","","100ppm/°C","SMD/SMT","","","","","","","1%","","","","","","","","","0k","","","","","","200V","","200V","","","1.6mm","","","","","","R1","Resistor"
"Res1_2","RES1206","","","","","","","","","","","","","","","","1206","3216","1206","","","","","","","","","","","","Res1","","","","","","","http://www.farnell.com/datasheets/1678782.pdf?src-supplier=Farnell","http://www.farnell.com/datasheets/1678782.pdf?src-supplier=Farnell","http://industrial.panasonic.com/www-data/pdf/AOA0000/AOA0000CE2.pdf?src-supplier=Mouser","http://industrial.panasonic.com/www-data/pdf/AOA0000/AOA0000CE2.pdf?src-supplier=Mouser","","","","","","","","","","","","","","","Thick Film","","","","","","Tin","","","","","","","","","","","","","","","","","1.6mm","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Automotive AEC-Q200","","","","","","","","","","","","","","0.028inch","","","","","","","","","","","","","","","","","","","","","","","","17-Jul-2002","Re-released for DXP Platform.","","","","","","3.2mm","","","","","","","","","Panasonic","ERJ-8ENF5232V","","","","","","","","","","","","","155°C","","","250mW","","","","","","","","","","","","","Not","","","-55°C","","","","","Surface Mount","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","1","Axial Device, Thru-Hole; 2 Leads; 0.3 in Pin Spacing","","AXIAL-0.3","","Tape and Reel","","","","","","","","","","","","","","250mW","","","1=0.11, 10=0.1, 100=0.0385, 1000=0.01695, 2500=0.01464 (USD)","","","8-Jun-2000","Altium Limited","","","","","Yes","","","","","52.3kR","","","","","","","","","","","","","","","","","","","","54284","","","Digi-Key","","P52.3KFCT-ND","","","","","","100ppm/°C","SMD/SMT","","","","","","","1%","","","","","","","","","4K7","","","","","","200V","","200V","","","1.6mm","","","","","","R12","Resistor"
"Res_th1/2w","R1/2w","","","","","","","","","","","","","","","","1206","3216","1206","","","","","","","","","","","","","","","","","","","http://www.farnell.com/datasheets/1678782.pdf?src-supplier=Farnell","http://www.farnell.com/datasheets/1678782.pdf?src-supplier=Farnell","http://industrial.panasonic.com/www-data/pdf/AOA0000/AOA0000CE2.pdf?src-supplier=Mouser","http://industrial.panasonic.com/www-data/pdf/AOA0000/AOA0000CE2.pdf?src-supplier=Mouser","http://www.yageo.com/documents/recent/Yageo%20LR_CFR_2013.pdf?src-supplier=Digi-Key","http://www.yageo.com/documents/recent/Yageo%20LR_CFR_2013.pdf?src-supplier=Digi-Key","","","","","","","","","","","","","Thick Film","","","","","","Tin","","","","","","","","","","","","","","","","","1.6mm","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Automotive AEC-Q200","","","","","","","","","","","","","","0.028inch","","","","","","","","","","","","","","","","","","","","","","","","17-Jul-2002","Re-released for DXP Platform.","","","","","","3.2mm","","","","","","","","","Panasonic","ERJ-8ENF5232V","","","","","","","","","","","","","155°C","","","250mW","","","","","","","","","","","","","Not","","","-55°C","","","","","Surface Mount","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","1","Axial Device, Thru-Hole; 2 Leads; 0.3 in Pin Spacing","","AXIAL-0.3","","Tape and Reel","","","","","","","","","","","","","","250mW","","","1=0.11, 10=0.099, 25=0.0688, 50=0.0534, 100=0.0382, 250=0.0298, 500=0.02368, 1000=0.01681, 5000=0.01299 (USD)","","","8-Jun-2000","Altium Limited","","","","","Yes","","","","","52.3kR","","","","","","","","","","","","","","","","","","","","2822","","","Digi-Key","","12KH-ND","","","","","","100ppm/°C","SMD/SMT","","","","","","","1%","","","","","","","","","1K","","","","","","200V","","200V","","","1.6mm","","","","","","R?","Resistor"
"SW-Tactil","SW_TACTIL","","","","","","","","Unavailable","","","","","","","","","","","","","","","","","","","","","","sw-tactil","*","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Compliant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TE Connectivity","","","","","","","","","","","5-1437565-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","None","","","","","","","","","","","","","","","","","","","","","","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.snapeda.com/parts/5-1437565-0/TE%20Connectivity%20ALCOSWITCH%20Switches/view-part/227152/?ref=snap","","","","","","","","","","","https://www.te.com/usa-en/product-5-1437565-0.html?te_bu=Cor&te_type=disp&te_campaign=seda_glo_cor-seda-global-disp-prtnr-fy19-seda-model-bom-cta_sma-317_1&elqCampaignId=32493","","","","","","","","","","","","","","","","","","*","","","","","","","","","","","","","","","","*","S","Tactile Switch SPST-NO Top Actuated Surface Mount"
"TEST POINT","TEST POINT","","","","","","","","Unavailable","","","PBT,Bronze","","","","","","","","","","","","","","","","","","Red","5000","","","","","","","http://www.keyelco.com/product-pdf.cfm?p=1309&src-supplier=Digi-Key","http://www.keyelco.com/product-pdf.cfm?p=1309&src-supplier=Digi-Key","http://www.alliedelec.com/m/d/a35543cf4de068fc17c6a4282c4b707f.pdf?src-supplier=Allied+Electronics","http://www.alliedelec.com/m/d/a35543cf4de068fc17c6a4282c4b707f.pdf?src-supplier=Allied+Electronics","http://uk.rs-online.com/webdocs/1416/0900766b814167ba.pdf?src-supplier=RSComponents","http://uk.rs-online.com/webdocs/1416/0900766b814167ba.pdf?src-supplier=RSComponents","","","","","","","","","","","","","","","","","Bronze","","Silver,Tin","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","UL94 V-0","","","","","","","","","","","","","0.3inch","","","","","1.6mm","Red","","","","","","","","","1.27mm","","Insulated","","","","","","","","","","Lead Free","","","","7.62mm","","","","","","","","","Keystone Electronics","5000","","Nylon,Bronze,Silver","","","","","","","","","","","","","","","","","","","","","","","","","","Keystone Electronics","","","","","","","","","Through Hole,PCB","","5000","","","","","","","","","","","","","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","Straight","","","","","","","","2.54mm","","TO-3 3M","100","","","","","Bulk","","","","","","","","","Silver","","","","","","","None","1=0.35, 10=0.335, 50=0.2438, 250=0.21032, 1000=0.1714, 2500=0.15296, 5000=0.1434 (USD)","","","","","","","","","No SVHC","","","","","","","","","","","","","","","","","","","","","","","","https://www.snapeda.com/parts/5000/Keystone%20Electronics/view-part/?ref=snap","183854","","","Digi-Key","","36-5000-ND","","","","","","","","","","","","","","","","","","","","","","","*","","","","","","","","","","","","","","","","*","J?","Circuit Board Hardware - PCB TEST POINT RED"
"TEST_094","TEST_094","","","","","","","","Unavailable","","","PBT,Bronze","Tin","","","","","","","","","","","","","","","","","Red","5000","","","","","","","http://www.keyelco.com/product-pdf.cfm?p=1309&src-supplier=Digi-Key","http://www.keyelco.com/product-pdf.cfm?p=1309&src-supplier=Digi-Key","http://www.alliedelec.com/m/d/a35543cf4de068fc17c6a4282c4b707f.pdf?src-supplier=Allied+Electronics","http://www.alliedelec.com/m/d/a35543cf4de068fc17c6a4282c4b707f.pdf?src-supplier=Allied+Electronics","http://uk.rs-online.com/webdocs/1416/0900766b814167ba.pdf?src-supplier=RSComponents","http://uk.rs-online.com/webdocs/1416/0900766b814167ba.pdf?src-supplier=RSComponents","https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=36154&DocType=Customer+Drawing&DocLang=English&src-supplier=Digi-Key","https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=36154&DocType=Customer+Drawing&DocLang=English&src-supplier=Digi-Key","http://www.te.com/commerce/DocumentDelivery/DDEController?Action=showdoc&DocId=Customer+Drawing%7F36154%7FR1%7Fpdf%7FEnglish%7FENG_CD_36154_R1.pdf%7F2-36154-2&src-supplier=Future+Electronics","http://www.te.com/commerce/DocumentDelivery/DDEController?Action=showdoc&DocId=Customer+Drawing%7F36154%7FR1%7Fpdf%7FEnglish%7FENG_CD_36154_R1.pdf%7F2-36154-2&src-supplier=Future+Electronics","https://www.verical.com/server-webapp/html/getDatasheet?partID=93824&src-supplier=Verical","https://www.verical.com/server-webapp/html/getDatasheet?partID=93824&src-supplier=Verical","http://www.jameco.com/Jameco/Products/ProdDS/836781.pdf?src-supplier=Jameco","http://www.jameco.com/Jameco/Products/ProdDS/836781.pdf?src-supplier=Jameco","http://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=82042_StdTermsSplices&DocType=DS&DocLang=English&s_cid=1046&src-supplier=Avnet","http://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=82042_StdTermsSplices&DocType=DS&DocLang=English&s_cid=1046&src-supplier=Avnet","https://www.alliedelec.com/m/d/026e5c598ba183ab831b987b0a1c66b1.pdf?src-supplier=Allied+Electronics","https://www.alliedelec.com/m/d/026e5c598ba183ab831b987b0a1c66b1.pdf?src-supplier=Allied+Electronics","","","","","Bronze","","Silver,Tin","","","","","","","","","","","","","","","","","7.92mm","","","","","","","","","","","","","","","","","","","","","Compliant","","","","","","","","","","UL94 V-0","","","","","","","","","Female","Yes","","No","0.3inch","","","","","1.6mm","Red","","","","","","","","","1.27mm","Yes","Insulated","3.56mm","Nylon","","","","","","","","Lead Free","","","","7.62mm","","","","","","","","","Keystone Electronics","5000","","Nylon,Bronze,Silver","0.79mm","","","","","","","","","","","","","","","","","","","","","","","","","Keystone Electronics","","","","","","","","","Through Hole,PCB","","5000","","","","","","","","","","","","","1","","","","","1","","","","","","","","","","1","","","","","","","","","","","","","","","","","","Straight","","","","","","","","2.54mm","","TO-3 3M","100","","","","","Bulk","","","","","","","","","Silver","2.54um","","","","","","None","1=0.36, 10=0.343, 25=0.294, 50=0.2498, 100=0.24, 250=0.21552, 500=0.20574, 1000=0.17145, 2500=0.15675 (USD)","","","","","","No","","","No SVHC","","","","","","","","","","","","","","","","","No (Without)","","","","No (Without)","","","https://www.snapeda.com/parts/5000/Keystone%20Electronics/view-part/?ref=snap","38032","","5mm","Digi-Key","","A1062CT-ND","","","","","","","Circular","","","0.031inch","","","","","0.79mm","","","","","","","","*","","","","","","","300V","300V","","","","22AWG","16AWG","3.56mm","16AWG","*","J?","Circuit Board Hardware - PCB TEST POINT RED"
